SalesID,SalePrice
1226341,32000
1226342,24500
1226344,37500
1226345,31000
1226350,17000
1226366,13250
1226369,7000
1226370,8500
1226371,12500
1226373,52000
1226376,16000
1226377,14000
1226382,9000
1226386,11000
1226396,12000
1226399,11500
1226404,25000
1226405,27500
1226406,25000
1226407,26500
1226408,27000
1226410,27000
1226414,20000
1226415,39000
1226420,11500
1226421,13500
1226422,24000
1226424,15500
1226425,17500
1226426,39000
1226427,32500
1226428,8000
1226429,10500
1226433,38000
1226436,11000
1226437,48000
1226439,20500
1226440,25500
1226441,17000
1226442,12500
1226453,24500
1226455,44000
1226457,45000
1226458,56000
1226459,69000
1226466,74000
1226468,121000
1226469,80000
1226470,65000
1226471,66000
1226476,19000
1226478,90000
1226485,86000
1226493,42000
1226499,15000
1226500,60000
1226501,12500
1226502,9250
1226506,18000
1226510,76000
1226513,85000
1226526,14000
1226529,15000
1226535,48000
1226544,13500
1226545,14000
1226549,54000
1226552,28000
1226555,26000
1226579,40000
1226587,28500
1226590,33000
1226592,29000
1226593,10500
1226602,47000
1226607,22000
1226609,13500
1226610,20500
1226611,23500
1226625,8000
1226627,16000
1226639,10000
1226640,22500
1226641,20000
1226645,10000
1226647,57500
1226648,46000
1226649,28000
1226650,25000
1226656,39000
1226657,36000
1226658,55000
1226659,29000
1226667,18000
1226670,17500
1226675,18500
1226677,16000
1226678,17500
1226699,13500
1226700,77000
1226701,20000
1226702,24000
1226703,19000
1226710,26500
1226711,30000
1226713,12000
1226715,21000
1226732,101000
1226733,42000
1226734,76000
1226735,34000
1226736,17500
1226737,26000
1226739,30000
1226740,33000
1226743,13000
1226745,28000
1226746,19000
1226748,9250
1226750,60000
1226751,55000
1226752,76000
1226753,14000
1226754,30500
1226755,17000
1226756,25000
1226757,34000
1226762,69000
1226765,19500
1226766,28500
1226768,24500
1226769,9000
1226771,30500
1226772,75000
1226773,20000
1226774,18500
1226775,12000
1226776,11500
1226781,55000
1226782,27000
1226794,12000
1226795,22500
1226797,50000
1226798,18500
1226800,25500
1226805,5700
1226809,33000
1226810,13000
1226811,36000
1226817,38000
1226818,54000
1226819,46000
1226820,60000
1226821,48000
1226822,32000
1226824,40000
1226827,33000
1226830,64000
1226833,44000
1226835,92000
1226836,44000
1226837,46000
1226846,36000
1226847,37000
1226851,44000
1226852,31000
1226854,87000
1226857,25000
1226858,57000
1226859,48000
1226860,14000
1226861,35500
1226865,94000
1226866,87000
1226867,75000
1226868,77000
1226873,41000
1226874,76000
1226879,42500
1226883,8000
1226884,42000
1226885,11000
1226887,9500
1226889,18000
1226893,15000
1226895,6500
1226899,8750
1226901,11000
1226902,20500
1226904,8750
1226907,23500
1226911,39000
1226912,28000
1226913,21500
1226914,11000
1226915,26500
1226919,18000
1226921,21500
1226930,44500
1226932,8000
1226934,107000
1226935,58000
1226936,76000
1226942,15000
1226952,9000
1226953,12500
1226954,11000
1226955,22500
1226957,55000
1226958,79000
1226959,58000
1226968,35000
1226993,9500
1226995,42000
1226998,11000
1227003,23500
1227014,27000
1227019,77000
1227021,70000
1227024,27500
1227027,30000
1227030,24500
1227038,14500
1227041,13000
1227052,13000
1227053,107000
1227060,114000
1227062,92000
1227069,34500
1227074,13500
1227081,25000
1227082,50000
1227083,32500
1227086,50000
1227087,50000
1227088,49000
1227099,8500
1227110,31500
1227111,18000
1227113,71000
1227115,8500
1227117,6250
1227135,33000
1227136,66000
1227137,19000
1227139,24000
1227140,14000
1227150,51000
1227151,50000
1227153,20500
1227154,18500
1227162,58000
1227163,13500
1227164,13500
1227167,30000
1227168,8000
1227172,7000
1227173,15500
1227174,30500
1227175,12000
1227185,60000
1227187,12000
1227192,20500
1227193,48000
1227225,59000
1227226,25000
1227227,54000
1227228,43000
1227229,22000
1227230,14500
1227241,30000
1227243,6250
1227244,7750
1227245,18000
1227246,16000
1227247,15000
1227255,19500
1227264,19000
1227272,9000
1227275,46000
1227279,18000
1227280,12000
1227284,9500
1227291,18500
1227297,32000
1227301,35000
1227306,40000
1227307,37000
1227312,51000
1227313,6250
1227321,58000
1227336,75000
1227337,76000
1227344,68000
1227355,10000
1227356,55000
1227359,18500
1227360,10500
1227361,16500
1227362,48000
1227365,30000
1227366,17000
1227367,63000
1227369,29000
1227370,31000
1227371,19000
1227380,16500
1227381,17000
1227385,22000
1227386,18000
1227395,15000
1227396,12250
1227398,44000
1227416,23000
1227422,28000
1227423,25000
1227428,32000
1227435,29000
1227436,8500
1227437,61000
1227441,12500
1227442,62000
1227450,8500
1227453,10250
1227454,20500
1227455,23000
1227456,11500
1227457,24000
1227459,12500
1227463,13500
1227468,29000
1227472,56000
1227490,48000
1227497,9000
1227499,22000
1227510,20000
1227511,40500
1227512,24000
1227514,11500
1227515,75000
1227526,31000
1227527,32000
1227530,30500
1227539,15500
1227550,60000
1227553,8000
1227560,31000
1227564,13500
1227566,51000
1227567,15500
1227572,9500
1227574,22500
1227575,24000
1227578,9000
1227579,8750
1227597,57000
1227598,26000
1227601,69000
1227602,53000
1227603,51000
1227606,76000
1227607,17000
1227612,31000
1227613,39000
1227614,48000
1227615,25000
1227616,30000
1227617,72000
1227618,40000
1227620,53000
1227622,9750
1227629,58000
1227644,69000
1227645,8000
1227646,81000
1227647,46000
1227654,15000
1227662,13000
1227670,19000
1227674,9000
1227681,31000
1227684,52000
1227686,35500
1227687,77000
1227688,41000
1227697,88000
1227698,64000
1227699,23000
1227700,9000
1227706,12500
1227707,47000
1227709,36000
1227711,69000
1227725,40000
1227727,10250
1227738,15500
1227739,12500
1227743,12000
1227745,22000
1227757,14750
1227766,12250
1227767,55000
1227769,76000
1227771,12000
1227774,66000
1227777,93000
1227783,43000
1227784,32000
1227785,45000
1227786,57000
1227787,8500
1227788,46000
1227791,81000
1227795,18000
1227800,41000
1227956,49000
1299054,28000
1388471,32000
1418180,85000
1418358,62000
1425987,24000
1448270,63500
1448710,73500
1449103,70000
1449143,70000
1452887,21000
1456353,40000
1496612,13000
1545673,31000
1559573,37500
1560008,27500
1560232,36000
1560566,39000
1560606,40000
1560610,34000
1560611,30000
1560612,34000
1560613,35000
1560684,39000
1560690,39500
4244561,18000
4244638,10000
4244640,10000
4244671,9500
4244700,16000
4244739,11000
4244741,11000
4244743,7500
4244746,12000
4244852,12000
4244853,10500
4244856,10500
4244863,12500
4244866,11000
4245052,37000
4245136,16000
4245137,16000
4245139,14000
4245354,7500
4245575,9000
4245632,10500
4245743,9500
4245793,18000
4245794,18000
4245944,34000
4245947,23000
4245953,27000
4245959,34000
4245979,32000
4245980,24000
4245983,28000
4246003,9500
4246198,30000
4246204,25000
4246214,26000
4246219,26000
4246246,24000
4246247,27000
4246248,16000
4246251,25000
4246253,27000
4246254,18000
4246298,17500
4246299,15000
4246326,17000
4246333,17000
4246342,30000
4246386,35000
4246393,36000
4246418,70000
4246423,47500
4246428,47500
4246429,45000
4246448,51000
4246451,59000
4246468,65000
4246478,50000
4246479,50000
4246498,50000
4246525,62000
4246562,60000
4246566,44000
4246630,29000
4246635,29000
4246648,70000
4246651,70000
4246701,40000
4247000,16000
4247074,11000
4247192,52500
4247367,16000
4247453,6500
4247499,10500
4247530,8500
4247583,9000
4247592,5500
4247594,9000
4247600,8500
4247616,9000
4247617,9000
4247644,9500
4247654,7500
4247655,7500
4247659,6500
4247688,7000
4247764,8500
4247766,5500
4247769,9000
4247770,5500
4247803,8000
4247809,9000
4247861,8500
4247911,12000
4247914,10000
4247917,12500
4247977,9000
4247990,6000
4247993,8500
4248028,10000
4248064,10500
4248065,10500
4248094,7500
4248095,7500
4248102,8500
4248139,9500
4248141,11500
4248144,16000
4248149,16000
4248198,9000
4248200,14500
4248244,10500
4248267,14000
4248318,14000
4248321,14000
4248484,15000
4248485,12500
4248487,11000
4248492,8500
4248642,25000
4248685,23000
4248778,27500
4248779,27500
4248790,25000
4248798,31000
4248802,34000
4248941,30000
4248947,70000
4249030,57500
4249037,71000
4249056,62500
4249077,78000
4249081,51000
4249083,45000
4249087,51000
4249130,85000
4249143,49000
4249145,75000
4249287,27000
4249394,15000
4249428,12000
4249436,10500
4249438,13000
4249440,10500
4249479,12500
4249481,10000
4249484,10000
4249552,10000
4249594,15000
4249604,15000
4249611,12500
4249659,17500
4249673,14000
4249696,11500
4249769,22000
4249780,23000
4249782,16000
4249793,16000
4249882,25000
4249885,20000
4249890,12000
4249891,27000
4249899,22000
4249903,27000
4250001,12000
4250015,24000
4250037,12000
4250045,20000
4250167,8000
4250168,13000
4250169,9000
4250171,8000
4250172,8500
4250177,8000
4250179,11500
4250183,8000
4250190,13000
4250191,11500
4250193,9000
4250194,8500
4250266,21000
4250269,20000
4250284,22000
4250287,22000
4250385,22000
4250387,17000
4250388,23000
4250394,22500
4250395,20000
4250396,24000
4250413,21000
4250414,20000
4250416,21000
4250417,22000
4250528,16500
4250530,20000
4250531,29000
4250544,16500
4250545,17000
4250712,24000
4250715,12500
4250717,8500
4250719,12000
4250727,9500
4250728,20000
4250730,12500
4250733,8500
4250734,12000
4250738,8500
4250742,9500
4250757,8500
4250759,20000
4250760,15000
4250918,22000
4250921,25000
4250922,23000
4250923,25000
4250929,22500
4250933,22000
4251078,29000
4251079,35000
4251096,27500
4251097,15500
4251101,24000
4251241,23000
4251246,22000
4251550,23000
4251552,12500
4251557,10500
4251558,19500
4251562,23000
4251563,17500
4251564,19000
4251565,21000
4251568,12500
4251570,19500
4251579,24000
4251585,23000
4251586,21000
4251592,20000
4251594,17500
4251597,20500
4251604,20500
4251606,10500
4251665,26000
4251677,26000
4251678,28000
4251757,27000
4251762,26000
4251935,30000
4251936,30000
4252084,29000
4252095,28000
4252099,31000
4252214,27000
4252219,32500
4252238,28000
4252241,28000
4252269,82500
4252422,26000
4252428,32000
4252436,32000
4252437,30000
4252460,27000
4252463,28000
4252501,29000
4252503,30000
4252507,32000
4252522,31000
4252523,32000
4252525,29000
4252587,12500
4252591,12500
4252665,15000
4252749,30000
4252750,32000
4252760,32500
4252761,30000
4252766,32000
4252767,34000
4252836,35000
4252841,33000
4252847,35000
4252848,33000
4252863,32000
4252870,42000
4252873,42000
4252929,15000
4252932,13500
4252955,14500
4252983,17000
4253063,62500
4253065,15500
4253068,17500
4253080,100000
4253125,37000
4253133,37000
4253137,30000
4253160,32000
4253273,11500
4253274,11500
4253307,18000
4253312,14500
4253336,14500
4253346,14000
4253347,14000
4253391,39000
4254186,24000
4254187,24000
4254189,21000
4254192,32000
4254194,24000
4254199,32000
4254202,31000
4254203,21000
4254204,23000
4254225,35000
4254299,27000
4254305,11000
4254308,11000
4254356,55000
4254357,55000
4254410,14000
4254417,11000
4254427,14000
4254453,18500
4254459,26000
4254461,18500
4254489,15000
4254666,8500
4254668,8500
4254671,22000
4254679,24000
4254834,70000
4254840,71000
4254860,42500
4254861,82500
4254863,97500
4254866,55000
4255412,90000
4255418,75000
4255556,27000
4255558,32500
4255560,17500
4255561,18000
4255570,27500
4255571,42000
4255583,37000
4255595,37000
4255764,52000
4255805,10000
4255806,10000
4255821,10000
4256122,122500
4256124,122500
4256126,87500
4256157,100000
4256299,31000
4256315,48000
4256451,16000
4256452,15000
4256473,22000
4256475,11500
4256493,20000
4256495,20000
4256510,24000
4256512,13500
4256516,13500
4256587,62500
4256588,80000
4256589,87500
4256601,72500
4256605,80000
4256610,47000
4256625,23000
4256757,27000
4256758,23000
4256759,24000
4256771,39000
4256772,29000
4256778,20000
4256841,19000
4256939,22000
4256956,27500
4257002,49000
4257005,65000
4257007,65000
4257008,46500
4257072,32000
4257074,30000
4257547,60000
4257548,47500
4257571,57500
4257572,35000
4257879,14000
4257888,11500
4258158,9000
4258159,9000
4258170,8000
4258196,8000
4258197,8000
4258205,10000
4258251,23000
4258253,37500
4258285,23000
4258294,11000
4258616,42000
4258625,35000
4258747,120000
4258793,37500
4258794,50000
4258838,13000
4258895,28000
4258897,34000
4259173,65000
4259182,29000
4259186,29000
4259200,37500
4259206,70000
4259217,29000
4259269,57000
4259402,67500
4259420,83000
4259421,74000
4259427,90000
4259428,51000
4259429,60000
4259435,92500
4259442,92500
4259445,87500
4259450,60000
4259451,70000
4259499,60000
4259582,72500
4259644,87500
4259654,75000
4259655,57500
4259711,21000
4259850,19000
4259854,14500
4259932,26000
4260020,90000
4260025,110000
4260146,16000
4260153,18000
4260162,12000
4260164,16500
4260166,18000
4260555,122500
4260556,112500
4260558,105000
4260561,125000
4260563,105000
4260571,87500
4260587,95000
4260588,87500
4260589,107500
4260590,80000
4260591,95000
4260596,120000
4260600,100000
4261034,22500
4261044,22500
4261071,41000
4261073,50000
4261153,15000
4261161,15000
4261166,9000
4261202,20500
4261260,35000
4261261,24000
4261267,37000
4261269,31000
4261270,44000
4261383,26000
4261692,32000
4261693,32000
4261703,36000
4261704,35000
4261717,37000
4261931,42500
4261969,115000
4262001,31000
4262090,82500
4262095,56000
4262224,80000
4262225,59000
4262231,67500
4262237,80000
4262260,75000
4262261,37500
4262264,60000
4262382,60000
4262396,18500
4262447,50000
4262450,42500
4262451,52500
4262454,24000
4262460,59000
4262652,90000
4262904,100000
4262928,105000
4263156,32500
4263157,39000
4263158,39000
4263184,32500
4263188,57000
4263218,56000
4263221,67500
4263256,25000
4263264,31000
4263431,47500
4263438,47500
4263473,20000
4263478,20000
4263524,10000
4263526,10000
4263533,8500
4263615,49000
4263619,31000
4263627,35000
4263628,32500
4263692,90000
4263795,17000
4263796,14500
4263797,15000
4263800,23000
4263801,16000
4263802,18000
4263804,14000
4263807,18000
4263810,14000
4263827,18000
4263847,26000
4263849,18000
4263866,14000
4264231,9500
4264234,10000
4264267,12500
4264274,14000
4264328,29000
4264390,42000
4264401,10000
4264572,9500
4264669,8500
4264700,14000
4264803,53000
4264882,9000
4264887,10000
4264888,11000
4264891,13000
4265028,45000
4265029,45000
4265030,51000
4265038,37500
4265042,35000
4265046,45000
4265173,45000
4265174,40000
4265191,13000
4265209,19000
4265223,50000
4265256,31000
4265262,33000
4265419,65000
4265422,47500
4265444,50000
4265465,47000
4265592,19000
4265604,37000
4265605,37000
4265611,27500
4265651,21000
4265654,21000
4265680,87500
4265707,44000
4265928,72500
4265982,41000
4265985,31000
4265998,18000
4266035,42500
4266258,46000
4266264,37500
4266293,35000
4266373,77500
4266398,26000
4266408,17000
4266492,22500
4266494,22500
4266523,45000
4266524,45000
4266671,100000
4266673,82500
4266677,80000
4266679,115000
4266684,85000
4266685,95000
4266839,56000
4266849,54000
4266862,39000
4266863,40000
4266864,47500
4266929,8000
4266940,10500
4266956,16000
4267114,27500
4267137,25000
4267205,16500
4267212,27000
4267213,21000
4267233,25000
4267311,24000
4267314,25000
4267324,18500
4267332,23000
4267336,32000
4267337,25000
4267341,8500
4267475,15000
4267488,35000
4267491,22500
4267494,20000
4267497,35000
4267505,30000
4267509,27000
4267513,20000
4267560,22500
4267619,20000
4267620,24000
4267622,16000
4267757,69000
4267761,42000
4267762,60000
4267770,59000
4267771,60000
4267779,70000
4268015,27500
4268017,30000
4268022,17000
4268023,27500
4268051,87500
4268056,112500
4268059,112500
4268068,107500
4268070,135000
4268086,65000
4268089,65000
4268173,70000
4268174,42000
4268176,53000
4268192,42000
4268303,25000
4268305,29000
4268308,20000
4268310,20000
4268314,17000
4268316,22000
4268342,8000
4268360,18000
4268364,14000
4268497,31000
4268498,26000
4268618,72500
4268625,62500
4268629,67500
4268690,14500
4268691,10000
4268711,8000
4268717,9000
4268786,23000
4268823,37000
4268907,18500
4269053,9000
4269072,11000
4269314,57500
4269335,95000
4269336,67500
4269358,72500
4269359,65000
4269369,72500
4269454,77500
4269620,35000
4269621,26000
4269666,11500
4269680,8000
4269682,12000
4269688,11000
4269692,7500
4269693,11500
4269731,9000
4269740,11500
4269748,11500
4269749,12000
4269768,27500
4269893,40000
4269897,50000
4269909,47500
4269915,45000
4269925,52500
4269926,45000
4269927,55000
4269928,52500
4269931,45000
4270030,16000
4270050,6500
4270058,6500
4270065,13500
4270226,90000
4270423,10500
4270426,10500
4270594,21000
4270595,21000
4270639,16000
4270646,16000
4270647,10000
4270649,17500
4270650,10000
4270651,13500
4270654,10000
4270753,40000
4270760,40000
4270761,35000
4270899,22500
4270901,29000
4270902,30000
4270913,25000
4270921,20000
4270949,21000
4270951,16500
4270952,18500
4271177,35000
4271178,31000
4271179,40000
4271180,55000
4271182,45000
4271196,37500
4271203,35000
4271209,35000
4271334,69000
4271335,62500
4271343,85000
4271350,85000
4271456,13500
4271461,13500
4271464,10500
4271487,18500
4271488,23000
4271489,21000
4271500,30000
4271501,30000
4271816,52500
4271848,36000
4271850,37500
4271853,57500
4271854,67500
4271865,36000
4272013,37000
4272014,41000
4272034,42000
4272071,29000
4272072,21000
4272075,17000
